id pop year region species cluster geno_sex sequenced rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode isotope_d13C isotope_d15N isotope_d13C_resid isotope_d15N_resid isotope_CN_ratio egg_diameter_mean egg_diameter_sd egg_number egg_weight sex testis_length_mean testis_width_mean testis_weight std_length body_depth1 body_depth2 spine_dorsal1 spine_dorsal2 spine_dorsal3 spine_pelvic csize PC1 PC10 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 joint_sex ventral_rakers dorsal_rakers raker_long_count raker_short_count plate_count
SR120 SR 2014 GY wht wht M 1 176.563034188034 189 169.657661782662 184 161.199328449328 166 507.420024420024 539 -18.17 14.84 -0.00375000000000149 0.766249999999999 3.40697074644462 NA NA NA NA M 4.35 1.05 0.38 3.82 0.87 0.9 0.421721894 0.534 0.210859765 0.724496526 4.68797577837238 -0.0173470641714943 0.0018948686561325 -0.00598006265289903 0.00221809073229692 0.0242680342199615 -0.033887726951093 -0.0248268507843151 -0.000445941354303574 -0.000943247092712344 -0.00558649234395251 M NA NA NA NA NA
SR125 SR 2014 GY cmn cmn F 1 144.651513671875 78 143.18173828125 99 142.894498697917 169 430.727750651042 346 -19.25 15.24 -0.908 1.6855 3.69716757815688 1.555 0.0437797517885457 122 4.235 F NA NA NA 5.98 1.4 1.46 0.381661939 0.355 0.122018913 0.397416076 7.52029954553586 -0.00569548516622722 0.00773056586214065 0.00252491028385563 0.00127359436534278 -0.0293438258026498 0.0127170939011194 0.0176339372619157 -0.0186609220120595 -0.000496541061419531 0.00369433360485076 F NA NA NA NA NA
SR128 SR 2014 GY cmn cmn F 1 163.748425296044 169 161.089443184681 163 159.05505165029 160 483.892920131015 492 -18.11 12.5 0.232 -1.0545 3.28126301179736 NA NA NA NA NA NA NA NA 3.46 0.75 0.78 0.458558685 0.5 0.143633803 0.676201878 4.11891846735023 0.0217350840099976 -0.00705384596290194 0.00502177206321354 -0.00410860111109362 -0.0283719298060883 0.0110049012322223 -0.0142499238851347 -0.00244704739783642 0.00128830225127135 -0.010450723846472 F NA NA NA NA NA
SR130 SR 2014 GY cmn cmn F 1 158.265708705357 106 153.814202008929 180 151.062639508929 169 463.142550223214 455 -18.8 13.25 -0.458000000000001 -0.3045 3.29985885673959 1.005 0.0283823106098774 91 1.712 F NA NA NA 5.47 1.18 1.18 0.472940476 0.614 0.190595238 0.763719048 6.66272393107759 -0.0159821953885381 0.00275091902815945 0.00181848541240849 -0.00412566450440446 0.01047423817113 -0.0059410514886654 0.0098303223709896 -0.00327673170211401 0.000150038265753643 -0.0134317340218876 F NA NA NA NA NA
SR131 SR 2014 GY wht wht F 1 179.101662887377 189 167.331821617536 173 156.363189720333 158 502.796674225246 520 -17.56 12.4 0.782000000000001 -1.1545 3.2535231316726 1.395 0.089597867038104 42 2.569 F NA NA NA 3.62 0.82 0.86 0.408401891 0.474 0.175451537 0.624758865 4.41316553051749 0.0246684459464565 -0.00365494443990323 -0.00683224666695304 -0.00831112931235909 -0.00683591949628857 -0.00757431372109688 -0.00339561712581258 0.00710752797383901 0.000486953406941334 0.00461578185714796 F NA NA NA NA NA
SR133 SR 2014 GY wht wht F 1 152.937797619048 139 147.60744047619 155 144.518501984127 141 445.063740079365 435 -18.29 13.67 0.0520000000000007 0.1155 3.28854961832061 1.36 0.107496769977314 43 2.101 F NA NA NA 4.32 0.96 1.01 0.424220854 0.499 0 0.651619001 5.4050959534923 0.0188943195748247 0.000478975533757187 -0.0144274575327473 -0.00106083993108614 0.0249534441262498 0.0186361470796385 0.0153789823110101 0.0049678949841891 0.00442173186151441 -0.00569955768353309 F NA NA NA NA NA
SR137 SR 2014 GY wht wht M 1 177.420818353022 98 169.897021058038 98 161.520116418422 179 508.837955829481 375 -18.18 12.96 -0.0137499999999995 -1.11375 3.33551601423488 NA NA NA NA M 3.6 1.15 0.652 3.78 0.88 0.88 0.431133803 0.473 0.178157277 0.442262911 4.60309014966445 0.000849417316494658 -0.012219246807859 -0.0114467862275943 0.00454149369799364 -0.0127302732201579 -0.0190407538748071 0.00603307673668842 -0.00773881270420365 0.0171340025683763 -0.00927113917347645 M NA NA NA NA NA
SR141 SR 2014 GY wht wht F 1 163.747174603175 96 161.603492063492 96 162.237079365079 96 487.587746031746 288 -17.44 13.09 0.901999999999999 -0.4645 3.3144204553828 1.035 0.0783510618236211 37 1.82 F NA NA NA 4.22 0.94 0.94 0.782588653 0.825 0.150782506 0.794832151 5.25248921011916 -0.00874813164587402 -0.00575028076957609 -0.0151663851980021 -0.0033660798951089 0.00154461542449372 0.0173097079751307 0.00891617271224295 0.00768950780947139 0.0104237607087629 0.00101302835689144 F NA NA NA NA NA
SR144 SR 2014 GY cmn cmn F 1 176.112506808279 102 173.164828431373 192 172.238255718954 191 521.515590958606 485 -18.44 13.19 -0.0980000000000014 -0.3645 3.22310895211659 0.95 0.124721912892465 58 0.985 F NA NA NA 4.88 1.04 1.06 0.421732861 0.477 0 0.638929078 6.10898334224158 0.00914211782083351 0.0026397079918018 0.00304636797042017 -0.00208172907812584 -0.0128395154243773 -0.00642514450463588 0.00962565645265726 -0.000629482867784338 0.00220286716688617 -0.00175512928904765 F NA NA NA NA NA
SR148 SR 2014 GY wht wht F 1 153.335315248359 119 142.009909575127 108 133.808311656138 127 429.153536479623 354 -17.36 13.34 0.982000000000001 -0.2145 3.2333803810868 1.255 0.0797565740933693 63 2.167 F NA NA NA 4.08 0.94 0.94 0.488869642 0.471 0.171905587 0.649198905 5.03596554823799 -0.00306361672811418 -0.000396550776481009 -0.00240740176194309 -0.000477396768567652 -0.000578058309895455 0.0236955790024279 -0.0133942713476904 0.00756227543830896 0.00993306561404946 -0.00116598822894396 F NA NA NA NA NA
SR149 SR 2014 GY wht wht F 1 176.848290598291 137 163.52744904668 181 152.820567609029 158 493.196307254 476 -17.88 14.7 0.462000000000001 1.1455 3.28131505276003 1.32 0.0632455532033675 85 2.442 F NA NA NA 4.28 0.94 1.06 0.368238651 0.423 0.12201574 0.624742619 5.20313272769 -0.0101154820655714 -0.0075242306054532 -0.0171362578722518 -0.00213728607038816 0.00103596622411402 0.0179407345294276 0.00473683972471776 -0.00489595077429684 -0.00224159934997635 0.00302379502181337 F NA NA NA NA NA
SR15 SR 2014 GY cmn NA NA 1 172.44199751861 100 171.425920181969 105 171.475186104218 188 515.343103804797 393 -18.4 13.59 NA NA 3.24112199347058 0.79 0.128668393770792 60 0.823 F NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
SR159 SR 2014 GY cmn NA NA 1 169.679198841699 99 174.043838481338 188 176.895656370656 185 520.618693693694 472 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 7.46490695491563 -0.0172503640672462 0.00144482032027281 0.00617074205088088 -0.00763562772761301 0.0286894720018381 -0.00497308532493876 -0.00725437394883828 0.00114073291043082 0.0018204131888532 -0.00226279249120826 NA NA NA NA NA NA
SR18 SR 2014 GY wht wht M 1 178.629396104806 97 174.654406613423 99 171.385736303769 103 524.669539021998 299 -18.14 14.13 0.0262499999999997 0.0562500000000006 3.32491325468425 NA NA NA NA M 3.65 1.025 0.588 4.07 0.89 0.89 0.432333333 0.46 0.08270922 0.638297872 4.9337906923506 0.0279564329153717 0.00845340917080992 -0.0141942960728991 -0.00862694185214042 -0.0366668213474364 -0.02490813358741 -0.00405677953793015 0.00562199641526707 0.0270564882667997 0.000506981939860764 M NA NA NA NA NA
SR20 SR 2014 GY cmn NA NA 1 167.676380227439 186 160.885019258988 171 155.888045671313 160 484.44944515774 517 -18.63 13.51 NA NA 3.31590095683296 1.44 0.0516397779494322 92 3.79 F NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA F NA NA NA NA NA
SR24 SR 2014 GY wht cmn F 1 165.298522213855 101 162.082690135542 101 159.406014683735 105 486.787227033133 307 NA NA NA NA NA NA NA NA NA NA NA NA NA 5.29 1.16 1.19 0.352112676 0.479 0.132873239 0.527934272 6.50495580972341 -0.0350549360250927 0.0013022944626452 0.00490166856456413 0.00465339857912971 -0.0104196601010344 0.0285041487898888 -0.0109811052196317 -0.009475215872892 0.00251283912360339 -0.000563217882961101 F NA NA NA NA NA
SR25 SR 2014 GY wht wht M 1 185.14688447753 209 181.660945685139 198 177.390405293631 189 544.1982354563 596 -17.61 14.06 0.556250000000001 -0.0137499999999997 3.37154547412246 NA NA NA NA M 4 1.05 0.484 3.91 0.89 0.88 0.503681937 0.579 0.102283392 0.702073941 4.72979527462026 -0.0146991067490878 -0.00327957069536721 0.00839974021775032 0.00554689795636547 0.00445108536794415 -0.0178728499637754 0.00771442746698749 -0.00240503289536597 0.00324799361695287 0.00849822183471837 M NA NA NA NA NA
SR34 SR 2014 GY cmn cmn F 1 181.358166537116 130 176.324451029926 107 171.261562378546 102 528.944179945589 339 -17.34 13.97 1.002 0.415500000000001 3.2341261909521 0.93 0.0918936583472681 55 1.103 F NA NA NA 5.2 1.12 1.2 0.42836385 0.485 0.102537559 0.560732394 6.55711367167156 -0.0158053281294559 -0.00954163127505559 -0.011258504628723 0.0253464669373843 -0.0354012859728253 -0.0227177116873538 -0.0122297796472747 0.00187877567064148 0.00392756398320737 -0.00619836932440256 F NA NA NA NA NA
SR37 SR 2014 GY cmn cmn F 1 175.783484809694 96 167.440870882403 97 160.585072111282 184 503.809427803379 377 -19.52 14.16 -1.178 0.6055 3.24608771576332 NA NA NA NA NA NA NA NA 7.13 1.46 1.46 0.426711584 0.406 0 0.66907565 8.87083714383613 -0.0208973154002936 0.00839376382474755 -0.00450411952221626 0.00597003336707642 -0.0122561038011973 0.0162094786580656 0.001719478754845 0.00136034319799378 -0.00443243445964745 -0.00543799585245493 F NA NA NA NA NA
SR45 SR 2014 GY cmn cmn F 1 164.936949211503 96 165.917613636364 96 169.036062152134 97 499.890625 289 -18.59 13.6 -0.248 0.0454999999999999 3.24282715185444 1.015 0.137537873571852 47 1.487 F NA NA NA 4.98 1.14 1.17 0.458312057 0.546 0.122018913 0.582252955 6.28412984028755 -0.0348191432854093 0.00439429738809752 -0.0168926814076353 0.00351600317343013 0.0367412502291907 0.00617804526650391 -0.0100233208022929 0.000734285917431972 0.0037416013006392 -0.00520301054593766 F NA NA NA NA NA
SR51 SR 2014 GY wht wht M 1 147.925754458162 159 148.309670781893 159 148.502657750343 159 444.738082990398 477 -18.07 13.64 0.0962499999999999 -0.43375 3.27395732659282 NA NA NA NA M 4.3 1.025 0.393 3.79 0.83 0.84 0.426711584 0.505 0.171390071 0.712333333 4.67222348199485 0.00811317131477454 0.000735907605174786 -0.00734545676137461 -0.0138118268476249 0.0357963448440294 -0.0327431376952467 0.0249124488274513 0.00309148530366691 0.00827555740281988 0.00829970999915929 M NA NA NA NA NA
SR58 SR 2014 GY cmn cmn F 1 169.093768371546 101 165.824563981971 104 163.323829120125 185 498.242161473643 390 -18.24 13.54 0.102000000000001 -0.0145000000000006 3.31906400550585 1.145 0.111679103785006 48 2.373 F NA NA NA 4.38 1.01 1.08 0.454199539 0.379 0.085671497 0.525850272 5.45599277846424 0.0175269477337865 7.91363716469586e-06 -0.0178811819924076 -0.000865981191571643 0.00341669031643378 -0.0129223408379074 -0.0136321560506265 -0.00541450676694843 0.00779182993053158 0.00152509674865201 F NA NA NA NA NA
SR80 SR 2014 GY wht wht M 1 159.538610976202 99 156.567319626572 180 153.883870271437 171 469.989800874211 450 -18.23 14.79 -0.0637500000000002 0.716249999999999 3.31654241386258 NA NA NA NA M 4.8 1 0.561 4.11 0.98 1.01 0.541930726 0.552 0.15665547 0.819793733 5.15063835762629 0.0231558494759008 -0.00179971912838273 -0.0101507451739801 0.0093105774093498 0.0315242925409309 -0.0202837078474854 -0.0101580392134995 -0.00264588288314329 -0.00558605971823768 0.00865263201271714 M NA NA NA NA NA
SR88 SR 2014 GY cmn cmn F 1 155.815317057004 191 154.078905214317 188 153.373867653557 185 463.268089924878 564 -18.87 13.16 -0.528000000000001 -0.3945 3.462911126662 1.295 0.083166499665831 58 3.372 F NA NA NA 4.9 1.16 1.15 0.437528169 0.485 0.139429578 0.704366197 6.1176700057083 0.0252452029012534 -0.000271618215824216 -0.00360783839441619 -0.0105318741495361 0.0665958960707508 -0.0245118931458959 0.00456897363404343 0.0160028126968632 0.0194103039887595 0.00336687434488189 F NA NA NA NA NA
SR89 SR 2014 GY cmn cmn F 1 157.452160493827 186 155.47792022792 183 153.977504748338 176 466.907585470085 545 -18.22 13.58 0.122000000000001 0.0255000000000003 3.25802301963439 1.275 0.0634647758821992 67 2.924 F NA NA NA 4.87 1.12 1.18 0.634328658 0.484 0.140414788 0.688620391 6.09132625764965 -0.0210618203866161 0.00111697355774925 -0.0094145314157529 0.00858348284641633 -0.0320601891096015 0.0489267489117014 -0.00477126232342831 0.0203158719446288 -0.00431590373139592 0.00176264565520395 F NA NA NA NA NA
SR92 SR 2014 GY wht wht M 1 153.627111356796 168 150.315152631902 164 146.799828020392 160 450.74209200909 492 -18.89 13.78 -0.72375 -0.293750000000001 3.49964412811388 NA NA NA NA M 4.4 1.25 0.575 4.06 0.91 0.93 0.463115839 0.488 0.0951513 0.668023641 5.00239726375959 -0.000525710000387544 0.00128966237940468 0.00301714121598083 0.00320268700996585 0.0155089882978461 0.0315476986019297 -0.00931138938574079 0.00225609216540217 -0.000668439874642796 -0.00443280338593992 M NA NA NA NA NA
SR96 SR 2014 GY cmn cmn F 1 161.8229268591 101 161.654384784736 103 163.373471135029 187 486.850782778865 391 -18.72 13.24 -0.377999999999999 -0.3145 3.37154547412246 0.845 0.0598609499868932 47 0.942 F NA NA NA 5.01 1.05 1.09 0.524112646 0.541 0.149705898 0.888241065 6.16415133756134 0.00258259242435644 -0.0125887254499667 0.001987604912796 -0.00178650125624558 -0.000926055478288433 -0.00725599439617692 -0.00242556290047251 0.0225448351977162 0.01146970447977 0.00729336665359279 F NA NA NA NA NA
CP1 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP10 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP2 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP21 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP22 CP 2012 AN cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP3 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP31 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP35 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP38 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP4 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP49 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP5 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP50 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP6 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
CP8 CP 2012 AN cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
CP9 CP 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP1 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP10 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP11 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP12 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP13 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP14 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP15 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP2 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP3 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP31 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP4 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP5 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP6 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP7 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP8 PP 2012 GY cmn wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PP9 PP 2012 GY wht wht M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ1 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ10 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ11 PQ 2012 AN cmn cmn NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
PQ12 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ13 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ14 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ15 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ16 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ2 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ3 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
PQ4 PQ 2012 AN cmn cmn M 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA M NA NA NA NA NA
