population,individual,sex,species,sequenced?,egg diameter.1,egg diameter.2,egg diameter.3,egg diameter.4,egg diameter.5,egg diameter.6,egg diameter.7,egg diameter.8,egg diameter.9,egg diameter.10,egg number,teste length.1,teste length.2,teste width.1,teste width.2,weight (mg),note,std.length,depth.1,membership
CPN,34,,C,,,,,,,,,,,,,,,,,,,5.442866564,1.242810855,
CPN,34,,C,,,,,,,,,,,,,,,,,,,5.443342176,1.280587725,
CPN,35,,C,,,,,,,,,,,,,,,,,,,3.563036039,0.81685139,
CPN,35,,C,,,,,,,,,,,,,,,,,,,,,
CPN,36,,C,,,,,,,,,,,,,,,,,,,3.376959811,0.837148936,
CPN,36,,C,,,,,,,,,,,,,,,,,,,3.446263192,0.864940053,
CPS,1,,B,,,,,,,,,,,,,,,,,,,5.280594724,1.317254197,
CPS,2,,B,,,,,,,,,,,,,,,,,,,5.516011343,1.316492199,
CPS,3,,B,,,,,,,,,,,,,,,,,,,5.464069795,1.333474231,
CPS,4,,B,,,,,,,,,,,,,,,,,,,5.297139448,1.239119251,
CPS,5,,B,,,,,,,,,,,,,,,,,,,4.956399709,1.152348609,
CPS,6,,B,,,,,,,,,,,,,,,,,,,5.238389395,1.215795267,
CPS,7,,B,,,,,,,,,,,,,,,,,,,5.6960588,1.297390649,
CPS,8,,B,,,,,,,,,,,,,,,,,,,4.748860342,1.174043371,
CPS,9,,B,,,,,,,,,,,,,,,,,,,5.500043478,1.282792271,
CPS,10,,B,,,,,,,,,,,,,,,,,,,5.213550725,1.260951691,
CPS,11,,B,,,,,,,,,,,,,,,,,,,5.164452158,1.144517982,
CPS,12,,B,,,,,,,,,,,,,,,,,,,5.072134788,1.294949054,
CPS,13,,B,,,,,,,,,,,,,,,,,,,5.057284261,1.180084548,
CPS,14,,B,,,,,,,,,,,,,,,,,,,5.305636807,1.181483101,
CPS,15,,B,,,,,,,,,,,,,,,,,,,3.793524173,0.695328244,
CPS,16,,B,,,,,,,,,,,,,,,,,,,4.007250427,0.961548125,
CPS,17,,B,,,,,,,,,,,,,,,,,,,3.325254095,0.776899172,
CPS,6A,,B,,,,,,,,,,,,,,,,,,,3.83525,0.947090909,
CPSE2014,1,,B,,,,,,,,,,,,,,,,,,,4.81459748,1.113063678,
CPSE2014,2,M,B,1,,,,,,,,,,,,6.5,6.2,1.5,1.4,0.909,,4.952843624,1.219643066,1
CPSE2014,3,,B,,,,,,,,,,,,,,,,,,,5.87437517,1.333062089,
CPSE2014,4,,B,,,,,,,,,,,,,,,,,,,5.030316179,1.194834007,
CPSE2014,5,,B,,,,,,,,,,,,,,,,,,,5.077636073,1.239020851,
CPSE2014,6,,B,,,,,,,,,,,,,,,,,,,5.512242514,1.303414364,
CPSE2014,7,,B,,,,,,,,,,,,,,,,,,,5.897658793,1.354902887,
CPSE2014,8,,B,,,,,,,,,,,,,,,,,,,4.851777778,1.186273902,
CPSE2014,9,F,B,1,1.6,1.6,1.55,1.6,1.5,1,1.5,0.95,1.5,0.9,NA,,,,,3.724,,5.749325641,1.330858974,1
CPSE2014,10,,B,,,,,,,,,,,,,,,,,,,4.981067771,1.11068649,
CPSE2014,11,F,B,1,0.7,1.1,1.1,1,0.9,1.2,1,1,0.9,1,63,,,,,1.387,,5.459104167,1.266804688,NA
CPSE2014,12,M,B,1,,,,,,,,,,,,2.2,4.7,0.6,1.1,0.6,,4.913012613,1.086944131,NA
CPSE2014,13,,B,,,,,,,,,,,,,,,,,,,4.800078551,1.14766984,
CPSE2014,14,,B,,,,,,,,,,,,,,,,,,,4.584623077,1.111530769,
CPSE2014,15,F,B,1,1.6,1.7,1.7,1.6,1.5,1.6,1.6,1.5,1.6,1.5,93,,,,,3.66,,5.134694872,1.300569231,1
CPSE2014,16,F,B,1,1.5,1.5,1.5,1.6,1.5,1.5,1.5,1.5,1.5,1.7,75,,,,,3.81,,5.674070081,1.336260325,1
CPSE2014,17,,B,,,,,,,,,,,,,,,,,,,5.143098958,1.195541667,
CPSE2014,18,,B,,,,,,,,,,,,,,,,,,,5.288465116,1.248062016,
CPSE2014,19,F,B,1,0.9,0.9,0.9,1,1,0.8,1,1,0.9,1,98,,,,,1.898,,5.851504641,1.415075571,1
CPSE2014,20,M,B,1,,,,,,,,,,,,5.5,4.7,1.1,1.3,0.725,,4.962086447,1.22000093,1
CPSE2014,21,M,B,1,,,,,,,,,,,,6,5,1.2,1.2,0.82,,4.999510551,1.179391052,1
CPSE2014,22,,B,,,,,,,,,,,,,,,,,,,5.015299267,1.189071657,
CPSE2014,23,F,B,1,0.9,0.9,0.9,0.8,0.9,1,1,0.9,0.8,0.9,57,,,,,1.44,,5.340464895,1.226336651,1
CPSE2014,24,,B,,,,,,,,,,,,,,,,,,,5.209582972,1.262187024,
CPSE2014,25,M,B,1,,,,,,,,,,,,6,6,1.2,1.2,0.668,,5.022496693,1.254736831,1
CPSE2014,26,,B,,,,,,,,,,,,,,,,,,,5.423007653,1.221785714,
CPSE2014,27,,B,,,,,,,,,,,,,,,,,,,5.166332522,1.214143238,
CPSE2014,28,,B,,,,,,,,,,,,,,,,,,,4.948664761,1.112819066,
CPSE2014,29,,B,,,,,,,,,,,,,,,,,,,5.386716837,1.250260204,
CPSE2014,30,,B,,,,,,,,,,,,,,,,,,,5.348968389,1.215319175,
CPSE2014,31,,B,,,,,,,,,,,,,,,,,,,5.413880278,1.27173665,
CPSE2014,32,M,B,1,,,,,,,,,,,,7,5.5,1.3,1,0.932,,5.134701872,1.232040824,1
CPSE2014,33,M,B,1,,,,,,,,,,,,5.2,5.2,1.3,1.1,0.882,,5.334457251,1.30255766,1
CPSE2014,34,F,B,1,1.5,1.5,1.6,1.4,1.45,1.6,1.5,1.5,1.6,1.5,69,,,,,3.921,,5.50974369,1.314357061,1
CPSE2014,35,,B,,,,,,,,,,,,,,,,,,,5.010564297,1.21221376,
CPSE2014,36,,B,,,,,,,,,,,,,,,,,,,5.550503199,1.205123011,
CPSE2014,37,,B,,,,,,,,,,,,,,,,,,,5.107651405,1.307538085,
CPSE2014,38,M,B,1,,,,,,,,,,,,7.6,5.2,1.5,0.9,0.746,,4.823786412,1.183874714,1
CPSE2014,39,,B,,,,,,,,,,,,,,,,,,,5.420917681,1.292544967,
CPSE2014,40,,B,,,,,,,,,,,,,,,,,,,5.82709196,1.292452661,
FTGC,1,,B,,,,,,,,,,,,,,,,,,,5.329588536,1.201912347,
FTGC,2,,B,,,,,,,,,,,,,,,,,,,5.47931228,1.327503699,
FTGC,3,,B,,,,,,,,,,,,,,,,,,,5.193579811,1.252531519,
FTGC,4,,B,,,,,,,,,,,,,,,,,,,5.438413393,1.209104218,
FTGC,5,,B,,,,,,,,,,,,,,,,,,,5.659106329,1.306456385,
FTGC,6,,B,,,,,,,,,,,,,,,,,,,5.155491916,1.214905421,
FTGC,7,,B,,,,,,,,,,,,,,,,,,,5.587191327,1.295928571,
FTGC,8,,B,,,,,,,,,,,,,,,,,,,5.246259867,1.247450525,
FTGC,9,,B,,,,,,,,,,,,,,,,,,,5.442343848,1.319164296,
FTGC,10,,B,,,,,,,,,,,,,,,,,,,5.419885787,1.247274808,
FTGC,11,,B,,,,,,,,,,,,,,,,,,,5.157208871,1.168029317,
FTGC,12,,B,,,,,,,,,,,,,,,,,,,5.792329156,1.325908866,
FTGC,13,,B,,,,,,,,,,,,,,,,,,,5.153019109,1.220643352,
FTGC,14,,B,,,,,,,,,,,,,,,,,,,5.051792707,1.234721496,
GC,1,F,B,1,1.3,1.3,1.4,1.3,1.45,1.3,1.3,1.4,1.25,1.25,109,,,,,3.73,,6.153337629,1.350554124,1
GC,2,F,B,1,1.5,1.55,0.155,1.6,1.45,1.5,1.6,1.6,1.5,1.5,66,,,,,4.758,,5.176502564,1.205520513,1
GC,3,,B,,,,,,,,,,,,,,,,,,,5.453750329,1.226756622,
GC,4,F,B,1,0.7,0.8,0.65,0.75,0.8,0.9,0.8,0.8,0.8,0.65,120,,,,,0.772,,5.600083124,1.28005222,1
GC,5,,B,,,,,,,,,,,,,,,,,,,5.519474592,1.323641548,
GC,6,,B,,,,,,,,,,,,,,,,,,,5.211350516,1.278360825,
GC,7,M,B,1,,,,,,,,,,,,4,5,0.9,0.9,0.391,,4.928291731,1.071463374,1
GC,8,,B,,,,,,,,,,,,,,,,,,,5.066694017,1.08717837,
GC,9,M,B,1,,,,,,,,,,,,6.3,6.3,1.7,1.5,0.309,,5.206781496,1.223127757,1
GC,10,M,B,1,,,,,,,,,,,,7.6,5.4,1.3,1.5,0.869,,6.170525773,1.38168299,1
GC,11,,B,,,,,,,,,,,,,,,,,,,5.360741026,1.266676923,
GC,12,F,B,1,1.5,1.5,1.6,1.7,1.6,1.5,1.6,1.5,1.7,1.45,100,,,,,4.495,,5.959368855,1.394806946,1
GC,13,F,B,1,1.5,1.45,1.35,1.3,1.3,1.4,1.6,1.35,1.4,1.4,44,,,,,4.742,,4.351828612,1.052654535,1
GC,14,F,B,1,1.4,1.3,1.3,1.4,1.2,1.3,1.3,1.3,1.3,1.4,92,,,,,3.641,,5.656320056,1.349846167,1
GC,15,M,B,1,,,,,,,,,,,,7.5,7.7,1.35,1.5,1.059,,4.690040077,1.046391155,1
GC,16,M,B,1,,,,,,,,,,,,5.4,4.9,1.2,1.45,0.615,,6.117575031,1.382635426,1
GC,17,,B,,,,,,,,,,,,,,,,,,,5.289224227,1.077518041,
GC,18,F,B,1,1.85,1.8,1.8,1.8,1.6,1.9,1.7,1.7,1.7,1.8,215,,,,,5.922,,6.156436548,1.436629442,1
GC,19,M,B,1,,,,,,,,,,,,6,5,1.4,1.2,0.73,,5.24998087,1.178343868,1
GC,20,,B,,,,,,,,,,,,,,,,,,,5.271681172,1.242211117,
GC,21,M,B,1,,,,,,,,,,,,6.2,4.9,1.5,1.2,0.718,,5.953899918,1.307783427,1
GC,22,,B,,,,,,,,,,,,,,,,,,,5.180402564,1.154130769,
GC,23,,B,,,,,,,,,,,,,,,,,,,5.422345867,1.230753452,
GC,24,M,B,1,,,,,,,,,,,,6.2,5.6,1.5,1.2,0.77,,5.295895332,1.258278658,1
GC,25,,B,,,,,,,,,,,,,,,,,,,5.366457061,1.244922896,
GC,26,,B,,,,,,,,,,,,,,,,,,,5.381395562,1.259394575,
GC,27,,B,,,,,,,,,,,,,,,,,,,5.504076336,1.198692112,
GC,28,F,B,1,1.5,1.4,1.6,1.55,1.55,1.5,1.4,1.4,1.35,1.7,86,,,,,4.28,,6.39814416,1.468783012,1
GC,29,,B,,,,,,,,,,,,,,,,,,,5.949352128,1.322920886,
GC,30,F,B,1,0.9,0.8,0.75,0.7,0.9,0.8,0.9,0.75,0.7,0.9,NA,,,,,0.832,,5.169353922,1.162780482,1
GC,31,M,B,1,,,,,,,,,,,,6.8,7.5,1.3,1.4,0.767,,5.366689567,1.145139949,1
GC,32,M,B,1,,,,,,,,,,,,4.5,5.5,1.4,1.3,0.797,,4.586533201,1.129970917,1
GC,33,F,B,1,1.3,1.35,1.6,1.4,1.4,1.4,1.4,1.4,1.45,1.5,71,,,,,3.708,,5.290707692,1.223076923,NA
GC,34,,B,,,,,,,,,,,,,,,,,,,6.207619253,1.392605869,
GC,35,,B,,,,,,,,,,,,,,,,,,,5.096932157,1.169092876,
GC,36,M,B,1,,,,,,,,,,,,4.8,6.7,1.1,1.5,1.005,,6.067328698,1.315344143,1
GC,37,,B,,,,,,,,,,,,,,,,,,,5.444045061,1.270570651,
GC,38,M,B,1,,,,,,,,,,,,8,7,2,1.5,1.238,,6.276852713,1.387617571,1
GC,39,,B,,,,,,,,,,,,,,,,,,,5.304770943,1.397803311,
GC,40,F,B,1,1.8,1.6,1.7,1.7,1.6,1.7,1.6,1.6,1.7,1.6,124,,,,,5.652,,6.154449094,1.462788325,1
GC,41,,B,,,,,,,,,,,,,,,,,,,6.330574466,1.432697214,
GC,42,,B,,,,,,,,,,,,,,,,,,,5.181117099,1.223150603,
GC,43,,B,,,,,,,,,,,,,,,,,,,5.712974516,1.301972333,
GC,44,,B,,,,,,,,,,,,,,,,,,,5.576325857,1.423220311,
GC,45,F,B,1,0.8,0.8,0.9,0.8,0.8,0.8,0.9,0.85,0.9,0.95,78,,,,,0.92,,5.469990719,1.238912846,1
GC,46,,B,,,,,,,,,,,,,,,,,,,5.087698876,1.143677645,
GC,47,,B,,,,,,,,,,,,,,,,,,,6.227839793,1.391433318,
GC,48,,B,,,,,,,,,,,,,,,,,,,4.937199275,1.163859688,
GC,49,,B,,,,,,,,,,,,,,,,,,,5.34871528,1.318790604,
GC,50,,B,,,,,,,,,,,,,,,,,,,5.054295109,1.159024961,
GC,51,,B,,,,,,,,,,,,,,,,,,,5.540830189,1.253988435,
LN,1,M,B,1,,,,,,,,,,,,5.1,5.9,1.3,1.5,0.783,,5.48958935,1.277055859,1
LN,2,M,B,1,,,,,,,,,,,,4.3,4.5,1.3,1.2,0.539,,5.286473237,1.246115504,1
LN,3,M,B,1,,,,,,,,,,,,7,7.4,1.4,1.5,0.785,,5.29143742,1.192167078,1
LN,4,M,B,1,,,,,,,,,,,,8.2,7.5,1.6,1.5,1.225,,5.665570215,1.315790958,1
LN,5,M,B,1,,,,,,,,,,,,5.7,8,1.4,1.3,1.183,,5.292989822,1.198862595,1
LN,6,M,B,1,,,,,,,,,,,,7,5.6,1.05,0.9,0.425,,5.463478372,1.252002545,1
LN,7,M,B,1,,,,,,,,,,,,6.6,5.9,1.2,1.1,0.623,,5.099449809,1.230647154,1
LN,8,M,B,1,,,,,,,,,,,,6,6.1,1,1,0.414,,5.775388102,1.277161988,1
LN,9,M,B,1,,,,,,,,,,,,6.5,6.5,1.2,1,0.797,,5.491907941,1.29226793,1
LN,10,M,B,1,,,,,,,,,,,,NA,NA,NA,NA,0.883,torn,5.267213937,1.279123128,1
LN,11,M,B,1,,,,,,,,,,,,7,6.1,1.2,1.1,0.873,,5.328915279,1.263078702,1
LN,12,M,B,1,,,,,,,,,,,,7,6.8,1.6,1,0.752,,5.353263461,1.20794214,1
LN,13,F,B,1,1,0.9,0.9,1,0.95,0.95,0.9,0.9,0.9,0.7,NA,,,,,1.499,,5.57071685,1.201378587,1
LN,14,M,B,1,,,,,,,,,,,,6.4,5.3,1.4,1.4,0.786,,5.842913454,1.333834161,1
LN,15,M,B,1,,,,,,,,,,,,6.5,6.7,1.6,1.6,0.911,,5.439130203,1.253361865,1
LN,16,M,B,1,,,,,,,,,,,,5.4,4.7,1.3,1.6,1.123,,5.370823077,1.262125641,1
LN,17,M,B,1,,,,,,,,,,,,6.8,5.9,1.5,1.6,1.068,,5.060515996,1.144533864,1
LN,18,M,B,1,,,,,,,,,,,,6.2,7.2,1.2,1.4,0.802,,5.25388706,1.223136724,1
LN,19,M,B,1,,,,,,,,,,,,6.4,7,1.4,1.2,0.933,,4.888603053,1.162338422,1
LN,20,M,B,1,,,,,,,,,,,,4.6,6.4,1.4,1.4,0.781,,5.452570437,1.213695089,1
LN,21,M,B,1,,,,,,,,,,,,6.7,3.8,1.1,1.6,0.873,,5.405964103,1.215482051,1
LN,22,M,B,1,,,,,,,,,,,,6,6,1,1.1,0.577,,5.315877863,1.190936387,1
LN,23,M,B,1,,,,,,,,,,,,4.7,6.1,0.95,1.1,0.465,,5.03945776,1.138841882,1
LN,24,M,B,1,,,,,,,,,,,,6,6.8,1.3,1.3,0.948,,5.05409362,1.146431447,1
LN,25,M,B,1,,,,,,,,,,,,6.6,6.4,1,1.15,0.697,,5.496017949,1.282125641,1
LN,26,M,B,1,,,,,,,,,,,,4.6,6,1.1,0.9,0.578,,4.964224748,1.121621212,NA
LN,27,M,B,1,,,,,,,,,,,,7.2,5.6,1.7,1.2,0.64,,5.452162053,1.192167078,NA
LN,28,M,B,1,,,,,,,,,,,,5.5,5.5,1.5,1.3,0.763,,4.916882952,1.184412214,NA
LN,29,M,B,1,,,,,,,,,,,,,,,,,,5.449381045,1.246707794,2
LN,30,M,B,1,,,,,,,,,,,,,,,,,,4.760742066,1.069354293,2
MB,1,,B,,,,,,,,,,,,,,,,,,,6.231042649,1.287062805,
MB,2,,B,,,,,,,,,,,,,,,,,,,5.182835655,1.15524247,
MB,3,,B,,,,,,,,,,,,,,,,,,,6.056729021,1.262877325,
MB,4,,B,,,,,,,,,,,,,,,,,,,6.342975688,1.385447892,
MB,5,,B,,,,,,,,,,,,,,,,,,,5.718634278,1.206403963,
MB,6,,B,,,,,,,,,,,,,,,,,,,5.021885498,1.163382317,
MB,7,,B,,,,,,,,,,,,,,,,,,,5.881703631,1.298503386,
MB,8,,B,,,,,,,,,,,,,,,,,,,4.997840589,1.042744612,
MB,9,,B,,,,,,,,,,,,,,,,,,,5.101815809,1.14017622,
MB,10,,B,,,,,,,,,,,,,,,,,,,5.490220072,1.25892803,
MB,11,,B,,,,,,,,,,,,,,,,,,,5.416801473,1.258730566,
MB,12,,B,,,,,,,,,,,,,,,,,,,5.639713595,1.265920353,
MB,13,,B,,,,,,,,,,,,,,,,,,,5.507102876,1.218221289,
MB,14,,B,,,,,,,,,,,,,,,,,,,5.773634728,1.390053687,
MB,15,,B,,,,,,,,,,,,,,,,,,,5.918085826,1.280168294,
MB,16,,B,,,,,,,,,,,,,,,,,,,6.150369871,1.436121911,
MB,17,,B,,,,,,,,,,,,,,,,,,,4.993474178,1.169098592,
MB,18,,B,,,,,,,,,,,,,,,,,,,5.218867619,1.152771927,
MB,19,,B,,,,,,,,,,,,,,,,,,,6.037184127,1.345233569,
MB,20,,B,,,,,,,,,,,,,,,,,,,4.042322448,0.944839682,
MB,21,,B,,,,,,,,,,,,,,,,,,,4.835635749,1.069780792,
MB,22,,B,,,,,,,,,,,,,,,,,,,5.637473194,1.307710956,
MB,23,,B,,,,,,,,,,,,,,,,,,,5.385270396,1.2517669,
MB,24,,B,,,,,,,,,,,,,,,,,,,5.2909769,1.184291742,
MB,25,,B,,,,,,,,,,,,,,,,,,,5.420015006,1.272247698,
MB,26,,B,,,,,,,,,,,,,,,,,,,6.260364388,1.370245691,
MB,27,,B,,,,,,,,,,,,,,,,,,,4.605680556,1.069648148,
MB,28,,B,,,,,,,,,,,,,,,,,,,4.596907245,1.034714218,
MB,29,,B,,,,,,,,,,,,,,,,,,,4.906067675,1.129920199,
MB,30,,B,,,,,,,,,,,,,,,,,,,4.762284345,1.048941596,
MB,31,,B,,,,,,,,,,,,,,,,,,,4.922177891,1.174651708,
MB,32,,B,,,,,,,,,,,,,,,,,,,4.68413615,1.098795775,
MB,33,,B,,,,,,,,,,,,,,,,,,,5.320499335,1.28373475,
MB,34,,B,,,,,,,,,,,,,,,,,,,5.593239225,1.192825902,
MB,35,,B,,,,,,,,,,,,,,,,,,,5.141326291,1.141192488,
MB,36,,B,,,,,,,,,,,,,,,,,,,4.170111416,0.893707256,
MB,37,,B,,,,,,,,,,,,,,,,,,,5.338062914,1.155353228,
MB,38,,B,,,,,,,,,,,,,,,,,,,5.314121743,1.202326362,
MH,1,,C,,,,,,,,,,,,,,,,,,,4.128798193,0.897387577,
MH,2,,C,,,,,,,,,,,,,,,,,,,5.005027934,1.081993021,
MH,3,,C,,,,,,,,,,,,,,,,,,,4.946340898,1.020618291,
MH,4,,C,,,,,,,,,,,,,,,,,,,3.225141026,0.738461539,
MH,5,F,C,1,,,,,,,,,,,,,,,,,,4.307871379,1.04664578,2
MH,6,,C,,,,,,,,,,,,,,,,,,,3.545360378,0.805231,
MH,7,F,C,1,,,,,,,,,,,,,,,,,,3.901531325,0.907320886,1
MH,8,,C,,,,,,,,,,,,,,,,,,,4.044481254,0.963677206,
MH,9,F,C,1,,,,,,,,,,,,,,,,,,4.303569506,1.038922586,1
MH,10,F,C,1,,,,,,,,,,,,,,,,,,4.583348076,1.026124234,1
MH,11,M,C,1,,,,,,,,,,,,,,,,,,3.812048056,0.889858419,1
MH,12,,C,,,,,,,,,,,,,,,,,,,4.36684692,0.860396799,
MH,13,,C,,,,,,,,,,,,,,,,,,,4.250233161,0.979494819,
MH,14,,C,,,,,,,,,,,,,,,,,,,4.202119655,0.992068687,
MH,15,,C,,,,,,,,,,,,,,,,,,,4.841316478,1.061854873,
MH,16,M,C,1,,,,,,,,,,,,5,3.8,1,0.8,0.47,,4.561390672,1.078453298,1
MH,17,,C,,,,,,,,,,,,,,,,,,,4.131184527,0.913071792,
MH,18,,C,,,,,,,,,,,,,,,,,,,4.687717949,1.047674359,
MH,19,F,C,1,,,,,,,,,,,,,,,,,,4.55105191,0.938462327,1
MH,20,M,C,1,,,,,,,,,,,,4,5,0.7,1,0.52,,4.11374167,0.955500121,2
MH,21,M,C,1,,,,,,,,,,,,5.2,5.5,1,1.3,0.834,,4.170620924,0.948419493,1
MH,22,M,C,1,,,,,,,,,,,,3.5,3.8,0.9,0.7,0.395,,4.596420262,1.03347856,1
MH,23,,C,,,,,,,,,,,,,,,,,,,4.261829491,0.930193502,
MH,24,,C,,,,,,,,,,,,,,,,,,,5.015986975,1.169315778,
MH,25,,C,,,,,,,,,,,,,,,,,,,4.185469417,0.91286522,
MH,26,F,C,1,,,,,,,,,,,,,,,,,,5.165667294,1.230084121,1
MH,27,,C,,,,,,,,,,,,,,,,,,,4.417696792,0.939663968,
MH,28,F,C,1,,,,,,,,,,,,,,,,,,4.2059928,0.964296998,2
MH,29,M,C,1,,,,,,,,,,,,4.7,4.5,1.3,1.1,0.781,,4.139967942,0.94369482,2
MH,30,,C,,,,,,,,,,,,,,,,,,,4.286212821,0.954066667,
MH,31,F,C,1,,,,,,,,,,,,,,,,,,4.231240625,0.923080473,2
MH,32,,C,,,,,,,,,,,,,,,,,,,3.719925641,0.822112821,
MH,33,,C,,,,,,,,,,,,,,,,,,,4.738930769,1.123089744,
MH,34,,C,,,,,,,,,,,,,,,,,,,3.831712668,0.887944493,
MH,35,M,C,1,,,,,,,,,,,,,,,,,,3.902634021,0.94335567,2
MH,36,M,C,1,,,,,,,,,,,,,,,,,,3.895976923,0.918005128,2
MH,37,,C,,,,,,,,,,,,,,,,,,,4.290680175,0.986175092,
MH,38,,C,,,,,,,,,,,,,,,,,,,3.483834823,0.892355226,
MH,39,,C,,,,,,,,,,,,,,,,,,,4.449651422,1.01607969,
MH,40,,C,,,,,,,,,,,,,,,,,,,4.742820621,1.149432634,
MH,41,,C,,,,,,,,,,,,,,,,,,,4.128939211,0.96984265,
MH,42,,C,,,,,,,,,,,,,,,,,,,4.291115385,0.95105641,
MH,43,,C,,,,,,,,,,,,,,,,,,,4.343731252,1.026148198,
MR,1,M,C,1,,,,,,,,,,,,,,,,,,5.049693743,1.16317779,1
MR,2,F,C,1,,,,,,,,,,,,,,,,,,5.279466626,1.235609211,1
MR,3,F,C,1,,,,,,,,,,,,,,,,,,4.87863175,1.099971191,1
MR,4,M,C,1,,,,,,,,,,,,,,,,,,5.179542917,1.186221313,1
MR,5,,C,,,,,,,,,,,,,,,,,,,5.578518023,1.248121349,
MR,6,,C,,,,,,,,,,,,,,,,,,,4.866806494,1.100723021,
MR,7,F,C,1,,,,,,,,,,,,,,,,,,6.223965807,1.440116215,1
MR,8,F,C,1,,,,,,,,,,,,,,,,,,5.502316259,1.204357876,1
MR,9,M,C,1,,,,,,,,,,,,,,,,,,5.050108381,1.240502739,1
MR,10,F,C,1,,,,,,,,,,,,,,,,,,5.162071965,1.221250024,1
MR,11,,C,,,,,,,,,,,,,,,,,,,4.051354745,0.852387378,
MR,12,,C,,,,,,,,,,,,,,,,,,,4.161568578,0.880448407,
MR,13,,C,,,,,,,,,,,,,,,,,,,4.512209779,0.939792635,
MR,14,M,C,1,,,,,,,,,,,,,,,,,,5.157191075,1.14092742,1
MR,15,M,C,1,,,,,,,,,,,,,,,,,,5.092085076,1.127630251,1
MR,16,,C,,,,,,,,,,,,,,,,,,,3.824002347,0.831105634,
MR,17,F,C,1,,,,,,,,,,,,,,,,,,5.613211268,1.211779343,1
MR,18,M,C,1,,,,,,,,,,,,,,,,,,5.493042631,1.246698506,1
MR,19,,C,,,,,,,,,,,,,,,,,,,3.486003883,0.824042102,
MR,20,,C,,,,,,,,,,,,,,,,,,,4.559597678,0.937041095,
MR,21,,C,,,,,,,,,,,,,,,,,,,4.661708266,0.985990972,
MR,22,,C,,,,,,,,,,,,,,,,,,,5.820309693,1.36236643,
MR,23,,C,,,,,,,,,,,,,,,,,,,5.093463357,1.163141844,
MR,24,,C,,,,,,,,,,,,,,,,,,,5.049825059,1.141931442,
MR,25,,C,,,,,,,,,,,,,,,,,,,4.895101655,1.141931442,
MR,26,,C,,,,,,,,,,,,,,,,,,,5.439884542,1.213252138,
MR,27,,C,,,,,,,,,,,,,,,,,,,5.39007565,1.198602837,
MR,28,,C,,,,,,,,,,,,,,,,,,,4.474857628,0.957658312,
MR,29,,C,,,,,,,,,,,,,,,,,,,4.707139018,1.12342639,
MR,30,,C,,,,,,,,,,,,,,,,,,,4.795088071,1.070917778,
MR,31,,C,,,,,,,,,,,,,,,,,,,4.99961706,1.178913255,
MR,32,,C,,,,,,,,,,,,,,,,,,,4.731735109,1.120739177,
MR,33,,C,,,,,,,,,,,,,,,,,,,5.401563292,1.307596706,
MR,34,,C,,,,,,,,,,,,,,,,,,,5.597613301,1.191543482,
MR,35,,C,,,,,,,,,,,,,,,,,,,5.290718208,1.186486876,
MR,36,,C,,,,,,,,,,,,,,,,,,,4.241141844,0.893869976,
MR,37,,C,,,,,,,,,,,,,,,,,,,5.478681945,1.188687825,
MR,38,,C,,,,,,,,,,,,,,,,,,,3.887095601,0.845614241,
MR,39,,C,,,,,,,,,,,,,,,,,,,3.809527412,0.773842761,
MR,40,,C,,,,,,,,,,,,,,,,,,,5.142978723,1.272846336,
MR,41,,C,,,,,,,,,,,,,,,,,,,4.110101156,0.893622152,
MR,42,,C,,,,,,,,,,,,,,,,,,,5.852168137,1.394971022,
MR,43,,C,,,,,,,,,,,,,,,,,,,4.397304965,0.936196218,
MR,44,,C,,,,,,,,,,,,,,,,,,,4.255742223,0.929659093,
MR,45,,C,,,,,,,,,,,,,,,,,,,4.804811222,1.028561905,
MR,46,,C,,,,,,,,,,,,,,,,,,,4.060504337,0.83170414,
MR,47,F,C,1,,,,,,,,,,,,,,,,,,5.206515,1.167825925,1
MR,48,,C,,,,,,,,,,,,,,,,,,,4.237353166,0.88650177,
MR,49,,C,,,,,,,,,,,,,,,,,,,4.091505828,0.853146853,
MR,50,,C,,,,,,,,,,,,,,,,,,,3.795348112,0.822704374,
MR,51,,C,,,,,,,,,,,,,,,,,,,5.265752914,1.170843823,
MR,52,,C,,,,,,,,,,,,,,,,,,,3.476674948,0.737820978,
MR,53,F,C,1,,,,,,,,,,,,,,,,,,5.959528239,1.269470534,1
MR,54,,C,,,,,,,,,,,,,,,,,,,3.787913494,0.781548716,
MR,55,,C,,,,,,,,,,,,,,,,,,,4.9813479,1.029010988,
MR,56,,C,,,,,,,,,,,,,,,,,,,4.964320419,1.113991109,
MR,57,M,C,1,,,,,,,,,,,,,,,,,,5.660464166,1.257932307,1
MR,58,M,C,1,,,,,,,,,,,,,,,,,,5.553283835,1.253507539,1
MR,59,,C,,,,,,,,,,,,,,,,,,,5.199895785,1.126736331,
MR,60,,C,,,,,,,,,,,,,,,,,,,4.224323944,0.957746479,
MR,61,,C,,,,,,,,,,,,,,,,,,,3.656306186,0.802862159,
MR,62,,C,,,,,,,,,,,,,,,,,,,3.286023575,0.755111934,
MR,63,,C,,,,,,,,,,,,,,,,,,,4.337960913,0.971915245,
MR,64,,C,,,,,,,,,,,,,,,,,,,3.380211341,0.683176776,
MR,65,,C,,,,,,,,,,,,,,,,,,,4.028389671,0.888023474,
MR,66,,C,,,,,,,,,,,,,,,,,,,4.706605907,0.930073891,
MR,67,,C,,,,,,,,,,,,,,,,,,,4.714298122,0.985941315,
