id rgb_r_mean rgb_r_mode rgb_g_mean rgb_g_mode rgb_b_mean rgb_b_mode luminance_mean luminance_mode
PR68 162.713358657803 181 160.132056557982 176 159.851851851852 176 482.697267067637 533
PR69 140.873070987654 158 139.221367945326 155 136.337026014109 141 416.43146494709 454
PR7 154.956868194192 166 151.479327359347 159 147.014604128857 155 453.450799682396 480
PR70 155.492052238806 67 155.586679104478 71 153.547276119403 80 464.626007462687 218
PR71 139.081902356902 155 138.919318181818 151 141.438005050505 148 419.439225589226 454
PR72 146.862678062678 160 145.249116809117 159 142.133333333333 157 434.245128205128 476
PR73 138.90021494709 159 134.726521164021 156 131.051793981481 146 404.678530092593 461
PR74 150.622701189159 75 148.867723313053 79 148.471342643805 99 447.961767146018 253
PR75 133.545100732601 75 130.913261217949 157 126.975847069597 151 391.434209020147 383
PR76 151.559540529695 177 146.21551464687 165 143.744607744783 160 441.519662921348 502
PR77 143.50612745098 158 141.758091839677 154 141.562842416378 146 426.827061707036 458
PR78 147.657084634062 160 145.434855185571 158 142.237122788762 155 435.329062608394 473
PR79 132.385513036165 159 128.005519343987 155 123.886170100925 130 384.277202481077 444
PR8 144.566069347319 161 141.204982517483 159 137.865238927739 156 423.636290792541 476
PR80 163.497851089588 97 162.137953995157 98 162.06352905569 106 487.699334140436 301
PR81 146.802785827187 156 146.848755268704 155 146.584430979979 154 440.235972075869 465
PR82 149.058671875 103 146.9248828125 164 144.3162109375 159 440.299765625 426
PR83 128.350558923835 86 125.977382531262 92 124.90685392194 98 379.234795377037 276
PR84 150.46926510989 167 150.169883241758 164 149.21143543956 160 449.850583791209 491
PR85 145.97770675505 99 151.697403724747 99 157.806660353535 103 455.481770833333 301
PR86 141.511082848837 160 138.577897892442 158 136.393577398256 155 416.482558139535 473
PR87 156.590600497227 166 153.015777395295 159 149.183639319181 157 458.790017211704 482
PR88 150.861214814815 158 149.750103703704 157 147.956562962963 156 448.567881481481 471
PR89 165.087166666667 134 159.17725 183 156.267166666667 175 480.531583333333 492
PR9 160.590616213683 103 156.812304748516 169 155.749160418619 161 473.152081380819 433
PR90 168.076332429991 100 166.660644384222 101 163.648900933454 183 498.385877747666 384
PR99 132.23802156587 106 126.155461790905 153 121.345522737928 147 379.739006094702 406
RT1 190.271718723332 NA 188.85069124424 225 187.522990271377 212 566.645400238949 NA
RT10 186.879465672569 209 182.398312105209 191 177.026198612406 187 546.303976390183 587
RT11 190.487642652104 208 187.202968564027 193 181.90443184205 188 559.595043058181 589
RT12 184.834402566159 194 180.239953666578 190 175.445201817696 188 540.519558050432 572
RT13 185.210722819594 131 185.129330943847 131 184.62671744325 132 554.966771206691 394
RT14 197.465117404987 131 194.323263132413 130 190.714258048899 133 582.502638586299 394
RT15 176.877988143048 98 177.870529738 99 179.028016829222 101 533.77653471027 298
RT16 180.482558922559 102 178.416835016835 192 175.287474747475 189 534.186868686869 483
RT17 174.373863028357 188 173.330078473337 187 172.672462992688 187 520.376404494382 562
RT18 156.457095910419 182 154.020113193768 169 152.54615993184 158 463.023369036027 509
RT19 162.751536529314 96 161.99518999519 97 160.413767302656 99 485.160493827161 292
RT2 145.18056384743 164 144.85008291874 163 142.570613598673 160 432.601260364842 487
RT20 181.355893108298 136 180.4270604782 191 178.256427566807 188 540.039381153305 515
RT21 181.762037037037 190 179.984193121693 189 177.815343915344 187 539.561574074074 566
RT22 166.56600140056 180 164.267740429505 169 159.765931372549 161 490.599673202614 510
RT23 182.950681450681 132 179.041984291984 192 174.013686763687 187 536.006352506353 511
RT24 178.204697380307 101 176.651761517615 100 173.696522131888 101 528.55298102981 302
RT25 191.70652173913 115 193.1984089477 127 194.004213925646 128 578.909144612476 370
RT26 169.306053155368 186 168.46288490809 183 167.920442571127 178 505.689380634586 547
RT27 175.444912728821 189 172.321030225628 187 169.478969774372 183 517.244912728821 559
RT28 173.178274288782 97 170.560856146001 99 167.00758185722 104 510.746712292002 300
RT29 178.431363903586 204 175.103027630805 193 172.317068391142 189 525.851459925534 586
RT3 191.365128205128 212 186.642165242165 198 182.598290598291 190 560.605584045584 600
RT30 167.828899321857 177 161.986111111111 166 153.294144496609 159 483.109154929577 502
RT31 167.551685823755 132 161.75153256705 133 155.581954022988 144 484.885172413793 409
RT32 154.347917514584 130 154.285103785104 135 154.343101343101 134 462.976122642789 399
RT33 190.102437641723 216 187.873129251701 208 182.950510204082 191 560.926077097506 615
RT34 153.283676417479 168 148.20001203804 159 141.601601059348 155 443.085289514867 482
RT35 184.302362707535 200 181.69691890166 191 178.467752234994 189 544.467033844189 580
RT36 197.556399437412 129 195.891467416784 129 192.294889826535 131 585.742756680731 389
RT37 178.525429988393 187 171.400548696845 174 161.296032499736 160 511.222011184974 521
RT38 188.628064243449 133 186.937259321875 137 185.367615290692 209 560.932938856016 479
RT39 172.989123581337 181 171.46579445145 179 168.903530895334 175 513.358448928121 535
RT4 150.64191100823 171 149.399112654321 168 147.775398662551 162 447.816422325103 501
RT40 184.398675574308 201 179.489920300047 189 174.132120253165 185 538.02071612752 575
RT41 175.81026736796 190 174.776134122288 189 171.445485426255 186 522.031886916502 565
RT42 142.570776255708 159 140.951659056317 158 138.128584474886 155 421.65101978691 472
RT43 164.3662573733 170 162.709341519201 166 160.731792464187 162 487.807391356687 498
RT44 166.03442513369 98 164.612299465241 99 163.342951574569 100 493.9896761735 297
RT45 162.870552434457 186 163.698970037453 187 164.459308676654 187 491.028831148564 560
RT46 166.858657059315 99 166.473162071846 190 165.83865914787 188 499.170478279031 477
RT47 160.563115763547 187 154.824122536946 179 148.960770730706 160 464.348009031199 526
RT48 154.770180878553 142 153.497932816537 145 150.757984496124 153 459.026098191214 440
RT49 169.43641231593 103 161.020492225312 168 150.96797446195 158 481.424879003192 429
RT5 192.663335441704 129 191.585114906178 130 189.342357157917 133 573.590807505798 392
RT50 180.410612824675 131 177.234138257576 190 174.281926406926 188 531.926677489178 509
RT51 179.471747757074 205 173.182582815735 105 166.550379572119 183 519.204710144928 493
RT52 162.034782608696 179 160.544927536232 170 158.652367149758 161 481.232077294686 510
RT53 171.384955141477 98 166.315665976536 99 158.314837819186 173 496.015458937198 370
RT54 176.700527822508 100 172.060118089104 191 167.977903023797 188 516.738548935409 479
RT55 171.033238366572 187 166.57423235201 182 161.990556083149 174 499.59802680173 543
RT56 182.959706959707 197 176.549938949939 189 169.844810744811 184 529.354456654457 570
RT57 176.261753335827 138 172.394230369539 188 168.622770919067 182 517.278754624434 508
RT58 174.4424923499 105 172.570433681545 104 171.325261158594 103 518.338187190039 312
RT59 157.710736052508 164 153.213522946294 158 150.478095535761 156 461.402354534563 478
RT6 177.742200854701 194 175.503952991453 189 173.177065527066 186 526.423219373219 569
RT60 163.051961591221 172 161.344910836763 165 158.303978052126 160 482.70085048011 497
RT61 163.347479423868 182 158.399228395062 174 153.296399176955 162 475.043106995885 518
RT62 151.152644230769 98 150.137770432692 103 150.804787660256 164 452.095202323718 365
RT63 151.100793650794 128 155.734693877551 129 160.376530612245 132 467.21201814059 389
RT64 168.081414141414 164 165.576666666667 162 163.531717171717 165 497.189797979798 491
RT65 170.768689883914 97 170.335058043118 97 170.213466003317 97 511.317213930348 291
RT66 166.824338624339 181 164.679929453263 179 161.750335097002 174 493.254603174603 534
RT67 160.909798534799 104 162.846764346764 102 165.071174196174 101 488.827737077737 307
RT68 160.577293113426 101 160.657335069444 101 160.485857928241 102 481.720486111111 304
RT69 153.127450980392 175 151.609053497942 168 149.309852335996 161 454.046356814331 504
RT7 158.064148026914 97 147.883433351518 97 136.16966721222 157 442.117248590653 351
RT70 147.163517768781 160 150.005735492578 161 151.100933423302 160 448.27018668466 481
RT71 175.539522206189 97 175.772085938753 99 176.187670354337 102 527.499278499278 298
RT72 152.329758454106 129 150.492850241546 129 148.264251207729 110 451.086859903382 368
RT73 183.952441077441 102 179.881593714927 100 172.616021324355 104 536.450056116723 306
RT74 172.75239350022 135 173.210803689065 133 172.99200702679 190 518.955204216074 458
RT75 156.096917562724 180 150.23247311828 161 142.592186379928 153 448.921577060932 494
RT8 182.828215680068 211 176.180964440224 181 167.318244170096 162 526.327424290387 554
RT9 193.879756468798 129 193.450088787418 130 192.006215119229 133 579.336060375444 392
SF1 186.327222644377 191 177.316318389058 181 170.440444528875 168 534.08398556231 540
SF10 198.109285509737 224 180.146048109966 182 158.851338774341 159 537.106672394043 565
SF100 167.816730523627 187 151.803905917412 164 137.570189442316 154 457.190825883355 505
SF101 202.472252155172 136 182.387212643678 191 152.889547413793 158 537.749012212644 485
SF102 167.789202508961 183 151.184811827957 157 136.968862007168 134 455.942876344086 474
SF103 186.254284134881 230 160.633683434678 176 129.792641729623 129 476.680609299183 535
SF104 175.9313001813 168 149.90145040145 136 120.946063196063 96 446.778813778814 400
SF11 185.629375 194 175.437361111111 173 164.986805555556 162 526.053541666667 529
SF13 195.085160411247 204 182.755914777654 186 165.860894339155 162 543.701969528056 552
SF14 210.167480667481 97 201.034730701397 97 182.322344322344 183 593.524555691222 377
SF15 202.502192678761 68 188.376355998707 190 174.306421086645 170 565.184969764114 428
SF16 196.715700285831 136 187.356267864434 136 174.919048591262 189 558.991016741527 461
SF17 202.165277777778 220 192.789869281046 192 177.36364379085 181 572.318790849673 593
SF18 211.13229739011 96 203.922304258242 96 189.934151785714 188 604.988753434066 380
SF19 200.888564814815 210 186.424212962963 68 164.260740740741 161 551.573518518519 439
SF2 177.109098228663 186 175.847423510467 183 170.640821256039 170 523.597342995169 539
SF20 196.906883445946 221 182.619193412162 189 162.041701858108 162 541.567778716216 572
SF21 180.25870601173 193 167.668438416422 167 153.082294721408 155 501.00943914956 515
SF22 204.767855509831 NA 189.82491998171 199 174.649977137631 183 569.242752629172 NA
SF23 180.116495253165 208 166.496143196203 183 148.694323575949 155 495.306962025316 546
SF24 202.603021099744 67 189.249200767263 190 170.000479539642 168 561.85270140665 425
SF25 198.424429479985 199 183.06808829031 185 161.724747474747 160 543.217265245043 544
SF26 223.143462276215 NA 217.367647058824 NA 205.212755754476 67 645.723865089514 NA
SF27 194.570697577277 201 176.408155806182 176 157.914578111947 158 528.893431495405 535
SF28 190.567208672087 NA 175.663233965673 170 160.007136404697 158 526.237579042457 NA
SF29 195.539068100358 207 182.054050179211 187 162.228960573477 161 539.822078853047 555
SF3 187.763342830009 195 175.725482747705 182 161.756885090218 160 525.245710667933 537
SF30 179.842974649407 168 169.430690399137 163 157.107672599784 154 506.381337648328 485
SF31 205.512269092914 NA 200.03653156879 68 189.068858560794 191 594.617659222498 NA
SF32 183.81549044899 161 172.359375959708 173 155.346231803943 153 511.52109821264 487
SF33 187.364108069422 66 179.515059342757 67 167.10854654977 163 533.987713961949 296
SF34 201.818032296651 131 185.531100478469 NA 164.302407296651 158 551.65154007177 NA
SF35 205.901495215311 NA 190.053648325359 195 172.292344497608 170 568.247488038277 NA
SF36 194.871144278607 199 185.916832504146 187 178.365505804312 179 559.153482587065 565
SF36A 175.87457133059 130 175.843964334705 130 176.20481824417 130 527.923353909465 390
SF37 210.456267480295 NA 200.253241800153 NA 184.640096618357 201 595.349605898805 NA
SF38 186.771567622951 131 176.155891393443 129 164.513985655738 131 527.441444672131 391
SF39 204.458139834881 131 195.565337977296 131 183.744711042312 227 583.768188854489 489
SF4 197.948550724638 209 195.879388083736 201 191.157809983897 191 584.985748792271 601
SF40 193.083723653396 131 178.578991022639 129 162.356118266979 128 534.018832943013 388
SF41 209.3625 133 197.27487244898 137 184.032334183673 NA 590.669706632653 NA
SF42 191.188580246914 167 179.18950617284 168 166.99274691358 158 537.370833333333 493
SF43 172.672964113182 138 161.683574879227 130 145.276915113872 123 479.63345410628 391
SF44 199.397108843537 NA 180.405257936508 164 160.138747165533 138 539.941113945578 NA
SF45 189.627512792398 164 178.004523026316 195 165.93151498538 169 533.563550804094 528
SF46 178.455993628037 201 168.220363732909 187 153.376675959113 159 500.053033320058 547
SF47 210.074810606061 NA 196.803851010101 210 177.636553030303 181 584.515214646465 NA
SF48 198.4375 134 184.599702380952 137 167.536744505495 181 550.573946886447 452
SF49 183.948989321129 129 169.997854691076 127 156.204519450801 106 510.151363463005 362
SF5 178.57624443317 176 168.027566379165 162 156.510288065844 156 503.114098878178 494
SF50 194.447651836158 162 188.269156073446 162 178.471177612994 191 561.187985522599 515
SF51 200.737413194444 163 188.876302083333 133 173.926793981481 132 563.540509259259 428
SF52 194.100277777778 130 183.762361111111 217 169.165138888889 185 547.027777777778 532
SF53 177.774038461538 141 160.303103146853 128 139.593039772727 110 477.670181381119 379
SF54 181.069227430556 146 170.768229166667 181 160.933550347222 160 512.771006944444 487
SF55 194.474379208754 131 176.387415824916 190 154.851799242424 162 525.713594276094 483
SF56 204.451622200264 137 190.438282279315 NA 174.786808300395 166 569.676712779974 NA
SF57 197.106942889138 131 185.20429731243 218 169.872900335946 174 552.184140537514 523
SF58 185.317440711462 190 170.604290184453 166 155.218338274045 157 511.14006916996 513
SF59 201.107998590557 NA 185.198467230444 197 165.185341789993 172 551.491807610994 NA
SF6 193.82633744856 204 190.232510288066 193 184.388065843621 189 568.446913580247 586
SF60 189.59695622435 NA 168.607045143639 185 142.28616621067 142 500.490167578659 NA
SF61 171.115384615385 190 159.472285067873 184 145.16657239819 158 475.754242081448 532
SF62 180.533843178622 100 170.142317158931 100 156.853727144866 171 507.529887482419 371
SF63 193.860021786492 128 172.195987654321 195 142.340323166304 153 508.396332607117 476
SF64 193.744082550861 128 171.527435446009 108 144.764231220657 149 510.035749217527 385
SF65 177.652263374486 189 165.966641725901 172 151.449931412894 157 495.068836513281 518
SF66 201.292307692308 129 184.348069554966 128 154.690951959917 173 540.331329207191 430
SF67 183.186849168009 NA 167.112238325282 188 146.967954911433 155 497.267042404723 NA
SF68 173.254608294931 190 159.137864823349 172 141.505952380952 146 473.898425499232 508
SF69 194.662966461974 158 174.401275389702 127 149.64230042513 97 518.706542276807 382
SF7 171.764587700908 184 167.496942697414 176 158.012229210342 161 497.273759608665 521
SF70 192.583524640343 NA 176.9415365779 192 159.644245485155 160 529.169306703398 NA
SF71 195.566617574865 135 185.099983636066 212 172.726820487645 188 553.393421698576 535
SF72 179.135960591133 203 164.786699507389 180 146.561822660099 148 490.484482758621 531
SF73 181.302891601279 211 166.087038651555 179 147.23299912816 151 494.622929380994 541
SF74 163.843796050693 182 157.102092543472 158 148.797406424993 152 469.743295019157 492
SF75 174.233785220627 143 170.624401913876 133 163.673843700159 130 508.532030834662 406
SF76 162.545997610514 129 151.448028673835 128 141.047656975972 127 455.041683260321 384
SF77 171.802353032238 134 154.687023491621 131 137.312550795309 128 463.801927319169 393
SF78 189.271244159341 241 181.903540033262 168 174.003801378 162 545.178585570603 571
SF79 202.893613387978 127 194.40329007286 126 179.397484061931 100 576.694387522769 353
SF8 174.848558177052 133 167.921859245816 129 160.736035491026 129 503.506452913894 391
SF80 195.930637254902 NA 184.540318627451 216 170.926225490196 187 551.397181372549 NA
SF81 202.167850378788 136 190.642518939394 228 177.049005681818 191 569.859375 555
SF82 186.195172700791 NA 172.357178526841 181 158.381731169372 158 516.934082397004 NA
SF83 183.418703007519 104 169.054981203008 134 153.875730994152 128 506.349415204678 366
SF84 135.067932489451 156 120.450738396624 126 99.8405063291139 96 355.35917721519 378
SF85 122.603211805556 108 109.540711805556 97 98.8411458333333 93 330.985069444444 298
SF86 127.151247863248 152 107.243282051282 116 83.2830085470085 86 317.677538461538 354
SF87 162.263641975309 183 141.293950617284 141 121.181358024691 111 424.738950617284 435
SF88 143.851625200642 132 121.943519261637 123 102.201243980738 98 367.996388443018 353
SF89 175.074054621849 189 156.908538415366 179 139.610669267707 158 471.593262304922 526
SF9 171.135262345679 128 155.56361882716 130 136.775810185185 128 463.474691358025 386
SF90 156.20396090535 96 132.032150205761 158 109.175154320988 118 397.411265432099 372
SF91 146.426150779268 160 122.36797752809 126 93.3609097499094 94 362.155038057267 380
SF92 140.511141636142 133 130.880036630037 128 118.29532967033 121 389.686507936508 382
SF93 156.407078676309 174 134.903517422748 143 115.189403900942 120 406.5 437
SF94 158.555048198884 101 139.965499746322 158 125.148599131856 135 423.669147077062 394
SF95 158.582642031171 97 133.877199597788 159 106.874497234791 119 399.334338863751 375
SF96 145.607804232804 158 130.405291005291 141 116.941005291005 123 392.954100529101 422
SF97 146.610944277611 103 131.455844733623 154 122.13641419197 114 400.203203203203 371
SF98 122.456287202381 108 107.811755952381 96 92.6858878968254 80 322.953931051587 284
SF99 181.658854166667 97 157.259635416667 97 125.717100694444 155 464.635590277778 349
SH1 139.470297619048 104 138.751091269841 104 137.185297619048 157 415.406686507937 365
SH10 157.023022312373 169 155.994244421907 168 153.886713995943 163 466.903980730223 500
SH11 160.240907118056 98 159.692881944444 100 158.629991319444 179 478.563780381944 377
SH12 156.744859307359 167 154.173520923521 163 150.998015873016 160 461.916396103896 490
SH13 168.236998050682 184 162.558674463938 174 153.888304093567 160 484.683976608187 518
SH14 160.538019451813 165 157.51846939778 163 150.748256213773 159 468.804745063366 487
SH16 162.279309006211 187 158.448054153727 183 154.608428765528 175 475.335791925466 545
SH17 136.036004174397 103 137.162434291899 100 137.864158163265 102 411.062596629561 305
SH18 156.973623551106 102 151.880499209694 167 144.496015542677 157 453.350138303477 426
SH19 141.162813479624 157 139.772279444693 155 137.255345947156 146 418.190438871473 458
SH2 146.41775 158 147.093083333333 158 147.750125 157 441.260958333333 473
SH20 141.526557377049 158 141.196762295082 156 139.082336065574 147 421.805655737705 461
SH3 152.698686632682 97 151.76516921552 97 149.596201500991 100 454.060057349193 294
SH4 151.317730880231 178 146.830248917749 167 143.366847041847 160 441.514826839827 505
SH5 145.476010789015 100 140.950209786399 102 135.399411508282 158 421.825632083697 360
SH6 137.650726990401 158 132.165372670807 155 124.109366177301 133 393.925465838509 446
SH7 152.904308542413 181 150.988556600956 176 148.653543160096 165 452.546408303465 522
SH8 148.293600643382 161 147.341643688725 159 144.723747702206 157 440.358992034314 477
SH9 142.926858836207 158 142.478732638889 158 141.08282447318 156 426.488415948276 472
SK1 149.054071428571 102 144.570607142857 162 133.627821428571 149 427.2525 413
SK10 183.609080981183 189 174.022933467742 177 158.694556451613 159 516.326570900538 525
SK11 178.711299189815 186 170.404947916667 176 159.83080150463 161 508.947048611111 523
SK12 161.242146164021 184 143.916143077601 158 125.255042989418 128 430.413332231041 470
SK13 180.675041356493 NA 168.38577853598 187 151.886786600496 156 500.947606492969 NA
SK14 169.262745098039 184 148.702475490196 157 128.266838235294 128 446.232058823529 469
SK15 178.846024487031 206 167.384823848238 140 152.913194444444 137 499.144042779714 483
SK17 127.147667342799 153 125.694599391481 146 125.923732251521 128 378.765998985801 427
SK18 135.135695684524 66 135.155102926587 67 132.631510416667 68 402.922309027778 201
SK19 142.202398408044 100 139.786316506075 158 131.23099078341 141 413.219705697528 399
SK2 191.216468875952 163 178.004450291088 188 153.89302507837 157 523.11394424541 508
SK20 139.592461340206 153 130.981011218921 130 121.948074590661 126 392.521547149788 409
SK21 142.71819416996 73 141.566329051383 76 135.313097002635 159 419.597620223979 308
SK22 136.435668498168 150 133.527129120879 134 128.53228021978 128 398.495077838828 412
SK23 138.1613336714 157 129.821374239351 144 121.257302231237 126 389.240010141988 427
SK24 138.831310054907 151 135.306408716541 128 134.550360329444 126 408.688079100892 405
SK25 146.258476965206 97 141.161626127577 102 135.721387725515 157 423.141490818299 356
SK26 128.290858477011 157 127.05621408046 156 125.785739942529 152 381.1328125 465
SK27 125.225441176471 155 117.247401960784 132 111.648039215686 126 354.120882352941 413
SK28 160.664157388664 97 155.352163461538 102 146.165327682186 158 462.181648532389 357
SK29 147.662083333333 95 146.851416666667 95 143.187875 164 437.701375 354
SK3 182.108848039216 166 165.191740196078 165 131.464828431373 128 478.765416666667 459
SK30 124.399563772331 152 115.407639177399 133 107.068160573328 125 346.875363523058 410
SK31 152.190982404692 97 149.409169459573 98 143.209494134897 160 444.809645999162 355
SK32 116.050908667288 125 110.537424277726 119 106.816519105312 109 333.404852050326 353
SK33 138.547475038402 158 133.912202380952 154 127.298867127496 132 399.758544546851 444
SK34 163.507558847403 186 158.556894277597 176 149.362494926948 156 471.426948051948 518
SK35 129.468595679012 143 125.63258744856 128 121.819547325103 126 376.920730452675 397
SK36 136.915539321789 138 132.245986652237 134 127.685425685426 128 396.846951659452 400
SK37 119.813919878296 133 107.73930020284 119 97.148453346856 96 324.701673427992 348
SK38 144.109105603448 164 142.743588362069 159 135.842672413793 148 422.69536637931 471
SK39 132.401799687011 152 131.188296445339 136 128.852727475967 128 392.442823608317 416
SK4 181.566463461391 130 165.987692661606 134 147.720420213174 152 495.274576336171 416
SK40 136.783869047619 132 134.326398809524 130 129.72255952381 128 400.832827380952 390
SK41 209.546388888889 96 190.013263888889 188 163.992916666667 161 563.552569444444 445
SK42 179.42471961398 192 164.298871935316 176 143.73399191445 148 487.457583463745 516
SK43 195.072166666667 NA 179.891666666667 187 158.596625 158 533.560458333333 NA
SK44 174.471763271939 166 162.429611321777 161 145.339348591549 137 482.240723185265 464
SK45 179.563714963834 190 156.084454113924 162 124.058120479204 127 459.706289556962 479
SK46 190.043970588235 160 174.253774509804 186 145.797132352941 148 510.09487745098 494
SK47 191.565207741477 NA 176.839932528409 178 152.725275213068 157 521.130415482955 NA
SK48 198.391145833333 130 180.884054487179 131 149.599759615385 152 528.874959935897 413
SK49 197.314231601732 202 178.307413419913 176 153.28566017316 157 528.907305194805 535
SK5 182.070363466915 NA 169.659919617894 168 155.087517474371 158 506.81780055918 NA
SK6 181.521134868421 160 171.641611842105 141 158.365021929825 156 511.527768640351 457
SK7 172.229059300488 185 159.952123273552 159 146.768226482512 146 478.949409056552 490
SK8 192.286126373626 205 185.693956043956 179 171.417765567766 168 549.397847985348 552
SK9 182.037539515279 189 162.329326923077 163 141.172714699684 141 485.53958113804 493
SR1 182.817437232088 197 181.749349357012 191 179.759376913656 189 544.326163502756 577
SR10 185.035263347763 219 182.232413419913 216 179.294372294372 216 546.562049062049 651
SR100 152.954096045198 161 147.965630885122 157 143.568581293158 151 444.488308223478 469
SR101 169.990666069295 105 166.892099761051 184 164.7097520908 180 501.592517921147 469
SR102 183.766510172144 103 182.974595722483 103 183.119509650496 105 549.860615545123 311
SR103 179.380155464106 95 177.57727480567 96 174.511614083219 97 531.469044352995 288
SR104 140.28877383955 162 140.761228372937 161 143.202619584937 163 424.252621797425 486
SR105 177.926697530864 102 176.451697530864 101 177.151466049383 102 531.529861111111 305
SR106 168.778378739316 176 164.656383547009 166 159.870526175214 160 493.305288461539 502
SR107 174.932748538012 186 174.72424651372 186 176.279633378318 187 525.936628430049 559
SR108 167.078420256992 100 166.885109599395 101 167.469765684051 103 501.433295540438 304
SR109 179.076239982673 104 171.66695545448 185 164.814092845282 171 515.557288282434 460
SR11 155.18683127572 75 150.881687242798 171 147.891872427984 167 453.960390946502 413
SR110 161.953921935403 184 161.221349295423 181 161.139543583988 178 484.314814814815 543
SR111 177.21494949495 99 174.907744107744 100 173.433063973064 103 525.555757575758 302
SR112 177.141620547751 189 176.746700723712 188 177.631710893524 188 531.520032164987 565
SR113 170.059737318841 190 167.067346014493 189 165.515240036232 188 502.642323369565 567
SR114 169.02608311229 99 162.0324933687 177 153.22192749779 160 484.28050397878 436
SR115 166.222117202268 186 165.261919764755 186 164.012812434363 185 495.496849401386 557
SR116 191.320745920746 203 184.709324009324 192 178.683993783994 190 554.714063714064 585
SR117 169.138973063973 100 167.724579124579 102 168.028535353535 105 504.892087542087 307
SR118 156.18682835453 75 155.200729567189 96 155.059252686582 99 466.446810608301 270
SR119 165.897222222222 97 165.111825396825 98 164.406031746032 100 495.415079365079 295
SR12 168.016253968254 188 166.88926984127 187 167.410793650794 186 502.316317460318 561
SR120 176.563034188034 189 169.657661782662 184 161.199328449328 166 507.420024420024 539
SR121 168.453377085042 187 166.413453650533 187 164.406252848419 187 499.273083583994 561
SR122 168.626207729469 98 167.444806763285 98 167.993719806763 99 504.064734299517 295
SR123 171.888028673835 190 169.834265232975 191 168.507240143369 196 510.229534050179 577
SR124 148.261410400299 96 147.49644594089 100 147.779949702789 163 443.537806043979 359
SR125 144.651513671875 78 143.18173828125 99 142.894498697917 169 430.727750651042 346
SR126 157.33777201417 97 156.352859311741 99 157.397109058704 186 471.087740384615 382
SR127 189.742290598291 129 184.110017094017 130 180.197743589744 196 554.050051282051 455
SR128 163.748425296044 169 161.089443184681 163 159.05505165029 160 483.892920131015 492
SR129 165.989695340502 99 165.311603942652 105 163.918160095579 184 495.219459378734 388
SR13 174.363363363363 98 170.114272166904 98 166.144460249723 99 510.622095779991 295
SR130 158.265708705357 106 153.814202008929 180 151.062639508929 169 463.142550223214 455
SR131 179.101662887377 189 167.331821617536 173 156.363189720333 158 502.796674225246 520
SR132 150.935185185185 181 148.624912648498 180 147.420073375262 178 446.980171208945 539
SR133 152.937797619048 139 147.60744047619 155 144.518501984127 141 445.063740079365 435
SR134 153.277442922374 105 142.829589041096 100 133.421856925419 101 429.528888888889 306
SR135 151.386428571429 159 150.878492063492 158 150.219484126984 157 452.484404761905 474
SR136 178.32967032967 95 175.586080586081 95 174.510887260887 96 528.426638176638 286
SR137 177.420818353022 98 169.897021058038 98 161.520116418422 179 508.837955829481 375
SR138 150.465416666667 90 144.777638888889 85 140.306944444444 89 435.55 264
SR139 158.903925925926 100 155.498888888889 179 151.012740740741 167 465.415555555556 446
SR14 190.689567901235 130 187.508209876543 132 184.867962962963 217 563.065740740741 479
SR140 155.398672438672 99 149.692987012987 166 145.729235209235 159 450.820894660895 424
SR141 163.747174603175 96 161.603492063492 96 162.237079365079 96 487.587746031746 288
SR142 176.408011806873 83 175.703183639047 88 175.860636727809 95 527.97183217373 266
SR143 158.696169772257 162 152.86516563147 159 147.188492063492 155 458.749827467219 476
SR144 176.112506808279 102 173.164828431373 192 172.238255718954 191 521.515590958606 485
SR145 193.883228291317 128 189.955590569561 128 185.716153127918 130 569.554971988796 386
SR146 168.282967032967 128 160.553724053724 105 155.567002442002 190 484.403693528694 423
SR147 176.337818287037 98 166.363715277778 103 155.981119791667 163 498.682653356481 364
SR148 153.335315248359 119 142.009909575127 108 133.808311656138 127 429.153536479623 354
SR149 176.848290598291 137 163.52744904668 181 152.820567609029 158 493.196307254 476
SR15 172.44199751861 100 171.425920181969 105 171.475186104218 188 515.343103804797 393
SR150 172.661541005291 189 167.156167328042 184 158.219659391534 165 498.037367724868 538
SR151 158.595704277286 102 159.197511061947 179 162.134697640118 176 479.927912979351 457
SR152 183.586086086086 201 181.301857412969 194 180.017183850517 190 544.905127349572 585
SR153 166.332745443857 96 160.990520282187 97 154.496987066432 171 481.820252792475 364
SR154 159.960158730159 98 153.874021164021 99 148.08253968254 163 461.91671957672 360
SR155 167.726726398601 210 157.113417832168 131 146.493990384615 126 471.334134615385 467
SR156 164.886436781609 181 161.540996168582 170 155.315938697318 159 481.74337164751 510
SR157 162.161695075758 112 157.428787878788 109 152.122182765152 104 471.712665719697 325
SR158 188.193924693925 102 182.82674982675 104 176.406098406098 105 547.426772926773 311
SR159 169.679198841699 99 174.043838481338 188 176.895656370656 185 520.618693693694 472
SR16 166.268837803321 100 162.317825214377 103 159.658091589126 177 488.244754606824 380
SR160 165.115855052583 104 162.78503657979 104 160.897119341564 187 488.798010973937 395
SR161 157.410091250671 96 154.786276614779 99 150.569332617642 183 462.765700483092 378
SR162 184.236625514403 100 184.209034792368 103 182.616535727647 132 551.062196034418 335
SR163 165.074579124579 100 166.662878787879 100 167.885353535354 105 499.622811447811 305
SR164 176.813543520637 107 175.051699296551 104 173.142978218493 104 525.008221035681 315
SR165 165.899039780521 98 158.773278463649 96 153.021728395062 96 477.694046639232 290
SR166 179.108774928775 134 174.492706552707 203 171.345128205128 189 524.94660968661 526
